Codigo Convocatoria,Nombre del Oferente,Area del Conocimiento,Nombre del programa,Nombre del País,Fecha de Recepción - mm/dd/aaaa,Perfil del Aplicante,Objetivo del Programa
2262719,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,MUNICIPAL SOLID WASTE MANAGEMENT,India (República de India),10/10/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ciencias- ingenierías o áreas afines que se desempeñen en el campo del programa a realizar- en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes al manejo de residuos sólidos en municipios.   REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
3901018,UNESCO - L'OREAL - ICETEX,CIENCIAS NATURALES Y OTRAS BÁSICAS,PROGRAMA NACIONAL L'OREAL - UNESCO PARA LAS MUJERES EN LA CIENCIA,Colombia (República de Colombia),09/14/2018 12:00:00 AM,El programa Nacional L'OREAL - UNESCO PARA LAS MUJERES EN LA CIENCIA está dirigido a estudiantes colombianas de doctorado o postdoctorado o a candidatas con alguno de estos títulos- vinculadas a entidades públicas o privadas que se encuentren adelantando una investigación en las áreas señaladas en el contenido de esta convocatoria. Igualmente- las participantes deben ser colombianas residentes en el país que demuestren méritos intelectuales y dedicación a la investigación en cualquiera de las áreas contempladas en el programa. Deben tener excelencia académica y demostrar un potencial significativo para la investigación.   REQUISITOS: Las aspirantes deben ser mayores de 25 años y tener máximo 40 años al momento de postularse- presentar un proyecto con una duración de 12 meses- en las áreas de investigación mencionadas de máximo cinco páginas  estar realizando estudios de doctorado- habiendo cursado al menos un año al momento de postularse y tener investigaciones en áreas de ciencias de la vida- ciencias agrarias- ciencias tecnológicas- química- física- ciencias médicas y matemáticas. NOTA: Si tienen dificultades para ingresar la información en el formulario- deben remitir sus preguntas al correo electrónico: contacto@colciencias.gov.co NOTA: PARA ESTA CONVOCATORIA NO SE DEBERÁ ENTREGAR NINGUNA DOCUMENTACIÓN EN FÍSICO EN EL ICETEX. TODA LA DOCUMENTACIÓN DEBERÁ SER ADJUNTADA EN EL SIGUIENTE ENLACE: http://formulariosigp.colciencias.gov.co:7001/FormularioProyectos/,Identificar y apoyar a 4 investigadoras colombianas- que estén cursando estudios de doctorado o posdoctorado o que cuenten con el título de doctorado o posdoctorado- en alguno de los siguientes campos: ciencias de la vida- ciencias agrarias- ciencias tecnológicas- química- física- ciencias médicas y matemáticas.
2140518,AGCI - CIGIDEN - JICA,INGENIERIA Y AFINES,III INTERNATIONAL SUMMER INSTITUTE: INVESTIGACIÓN PARA LA MITIGACIÓN DE IMPACTOS DE TERREMOTOS Y  TSUNAMIS,Chile (República de Chile),09/14/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ingeniería- arquitectura o áreas afines que actualmente se desempeñen en entidades públicas o privadas- o que cuenten con 2 años de experiencia profesional en áreas relacionadas con la reducción del riesgo de desastres. NOTA: Las personas que sean parte de alguna institución militar o de Defensa/Seguridad Nacional no pueden participar.    REQUISITOS: El aspirante debe ser mayor de 24 años y menor de 65 años- tener un promedio mínimo de notas universitarias (pregrado) de 3-7/5-0 y contar con mínimo 2 años de experiencia profesional (Es decir- luego de haber obtenido el título universitario) en el área del programa a realizar.   NOTAS: 1. TODA LA DOCUMENTACIÓN REQUERIDA EN ESTA CONVOCATORIA SE DEBE PRESENTAR EN FÍSICO Y EN UN (1) CD o USB- ÚNICAMENTE EN LOS PUNTOS DE ATENCIÓN DE ICETEX A NIVEL NACIONAL. EN EL CD O USB- SE DEBEN INCLUIR TODOS LOS DOCUMENTOS REQUERIDOS EN ESTA CONVOCATORIA EN EL ORDEN ESTABLECIDO. LOS ARCHIVOS DEBEN ADJUNTARSE DE FORMA INDIVIDUAL EN FORMATO PDF- ES DECIR- POR CADA DOCUMENTO- UN (1) ARCHIVO QUE NO SUPERE LOS 15 MEGAS. LAS CANDIDATURAS QUE NO PRESENTEN LOS DOCUMENTOS CON LA COPIA EN CD O USB- SERÁN EXCLUIDAS DEL PROCESO.  2. El candidato seleccionado deberá contar con su propio notebook- laptop o símil para el desarrollo de la clase presencial.  4. El candidato seleccionados deberá contar con acceso a internet al menos 7 horas semanales para desarrollo de clases durante la fase online.  5. En paralelo al proceso con el ICETEX- cada postulante debe remitir los documentos escaneados al coordinador del curso en la institución ejecutora- al correo electrónico: diplomados@cigiden.cl  6. El resultado de la selección será publicado en el sitio web de AGCI- www.agci.gob.cl- aproximadamente tres semanas antes del inicio del Diplomado ""Summer Institute"" para información de todos los interesados. La institución ejecutora notificará solamente a los seleccionados.  7. El resultado final con respecto a quienes obtienen la beca es resolución exclusiva del Comité técnico entre JICA- AGCID y CIGIDEN y esta decisión es inapelable.  8. El participante deberá viajar solo- sin acompañantes ni familiares.  9. Los postulantes son responsables de entregar información de contacto vigente (Anexo I: Formulario de postulación) y de revisar periódicamente sus cuentas de correo electrónico- en caso de solicitudes y avisos oficiales por parte del equipo coordinador.",Los participantes de los países de Latinoamérica y del Caribe conocen los avances más recientes en los temas tratados y fortalecen sus capacidades en métodos de estimación de amenazas- evaluación del riesgo y estrategias de mitigación por sismos y tsunamis.
2264818,OAS - UNIVERSITY OF OREGON,CIENCIAS DE LA EDUCACION,ENGLISH LANGUAGE TEACHER TRAINING: TESOL METHODS FOR STEM PRIMARY & SECONDARY LEVELS,Estados Unidos (Estados Unidos de América),09/12/2018 12:00:00 AM,El programa está dirigido a profesionales universitarios en ciencias de la educación que cuenten con experiencia profesional en el área del programa o que se desempeñen en entidades públicas o privadas en temas relacionados con la enseñanza del inglés en áreas STEM de primaria y secundaria. REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 1 año de experiencia profesional (es decir- después de haber obtenido el título profesional) en el área del programa a realizar y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. El aspirante debe gozar de buena salud física y mental.,Para más información acerca del programa- visite: https://aei.uoregon.edu/programs/teacher-training/other-course-examples
2265118,GOBIERNO DE ISRAEL,CIENCIAS AGROPECUARIAS,INTENSIVE FISH FARMING,Israel (Estado de Israel),09/14/2018 12:00:00 AM,El programa está dirigido a profesionales en ciencias agropecuarias- ingenierías o áreas afines que cuenten con experiencia profesional o que se desempeñen en instituciones públicas- privadas- organizaciones internacionales- institutos investigativos- universidades u ONGs dedicadas al desarrollo agrícola y/o piscicultura a nivel nacional- local y regional.  REQUISITOS: Los aspirantes deben ser mayores de 23 años y menores de 65 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 2 años de experiencia profesional (Es decir- después de obtener el título profesional) en temas inherentes al programa a realizar. Los aspirantes deben tener buenos conocimientos de idioma inglés con puntaje mínimo de TOEFL IBT: 65 puntos- PBT: 183 puntos- IELTS: 5.5- English Test (MET) B2: 53 a 63 puntos u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Los aspirantes deben gozar de buena salud física y mental.,Este programa de capacitación tiene como objetivo transmitir y compartir con los participantes- la experiencia de Israel y el enfoque holístico para el desarrollo de su sector intensivo de piscicultura.  El curso también pretende crear un marco de discusión y análisis para evaluar la posible adaptación de nuevas estrategias y tecnologías a las condiciones de cada país participante.
2140718,GOBIERNO DE ISRAEL,ADMINISTRACIÓN,INNOVACIÓN ABIERTA Y HERRAMIENTAS DE PROPIEDAD INTELECTUAL,Israel (Estado de Israel),09/17/2018 12:00:00 AM,El programa esta dirigido a profesionales universitarios en administración o áreas afines que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional en el campo de la propiedad intelectual en temas relacionados con la política de innovación y las estrategias de PI.  REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 1 año de experiencia profesional (es decir- luego de haber obtenido el título universitario) en el área del programa. El aspirante debe gozar de buena salud física y mental.,"Este curso quiere brindar acceso a herramientas- metodologías- procesos y mejores prácticas globales- que permiten adoptar nuevas estrategias relacionadas al diseño- planificación y gestión de la innovación para el desarrollo de nuevos productos y servicios en organizaciones y empresas con proyección internacional así como mejorar las habilidades y el conocimiento de los profesionales en el campo de la propiedad intelectual que se ocupan de la política de innovación y las estrategias de PI (Propiedad Intelectual).  El curso combinará el aprendizaje tradicional con metodologías ""aprendiendo haciendo""- visitas de estudio a la industria y la academia- y trabajo en grupo para estimular la innovación- la creatividad y el desarrollo."
3202419,GOBIERNO DE SUIZA (CFBE),INV DOCTORADO O POSDOCTORADO EN DIFERENTES ÁREAS,ESTUDIOS DE INVESTIGACIÓN DOCTORADO O POSDOCTORADO EN SUIZA,Suiza (Confederación Helvética),10/12/2018 12:00:00 AM,El programa está dirigido a profesionales con título de Maestría (para los programas de Investigación y Doctorado) y de Doctorado (para los programas de Posdoctorado). El aspirante debe contar con excelentes antecedentes académicos y desempeñarse actualmente en un área considerada como prioritaria para el desarrollo del país.  Para el programa de Investigación- pueden aplicar jóvenes médicos altamente calificados.  REQUISITOS: Para los programas de INVESTIGACIÓN y DOCTORADO- el aspirante debe haber nacido después del 31 de diciembre de 1983- tener un promedio mínimo de notas universitarias de 3-7/5-0  contar con mínimo 1 año de experiencia profesional en el área relacionada con el nivel de estudio a realizar en Suiza- tener un excelente dominio de idioma inglés y conocimientos del idioma del cantón en donde va a estudiar.  Es requisito indispensable la carta de aceptación del profesor que supervisará el proyecto de Investigación- Doctorado o Posdoctorado y en el caso del Doctorado- es indispensable presentar la carta de admisión de la Universidad Suiza escogida.  - Es indispensable contar con la carta de admisión para los candidatos a estudios de Doctorado.  - La propuesta del proyecto de investigación es importante y decisiva.  - Para aplicar al programa de POSDOCTORADO- no tiene que haber pasado más de 3 años después de la obtención del DOCTORADO.  - El profesor que va a ser el supervisor del proyecto no puede ser el mentor o el co-director del Doctorado.  - La beca no podrá ser otorgada para un año sabático  - Para las becas de Posdoctorado- el diploma de Doctorado se debe haber conseguido después del 31 de diciembre del 2015 y antes del 31 de agosto del 2019 y ser reconocido por la universidad suiza. Como prueba- el Diploma tiene que ser enviado a la CFBE antes de empezar la beca  ASPECTOS IMPORTANTES:   1. Deberán adjuntar todos los documentos en 2 (dos) ejemplares por separado (un original y una copia-  legajados al lado izquierdo SIN CARPETAS NI SEPARADORES)- según requerimiento del Gobierno Suizo y en el orden señalado en la presente convocatoria.  2. Las investigaciones se llevarán a cabo en idioma inglés.  3. La CFBE no tendrá en cuenta los expedientes de candidatos residentes en Suiza y que ya hayan empezado una Investigación- Doctorado o Posdoctorado en Suiza.  4. Las personas que ya hayan sido beneficiarias de una beca del Gobierno de Suiza no pueden aplicar nuevamente.  5. Los candidatos tienen que aplicar A UNA SOLA UNIVERSIDAD- puesto que si aplican a dos o más serán descalificados.  6. El conocimiento de idioma INGLÉS tiene que ser excelente y es un requisito indispensable.  7. El candidato deberá vivir en el cantón donde va a estudiar.  8. La beca no incluye el acompañamiento de la familia del candidato.  9. Los gastos de inscripción a la universidad en la mayoría de los casos no serán cobrados- pero sí lo son el candidato tendrá que pagarlos.,Brindar a los profesionales colombianos que cumplan estrictamente con los requisitos- la oportunidad de adelantar estudios de investigación- doctorado o posdoctorado en Suiza en campos importantes para el desarrollo del país.
2264918,OAS - UNIVERSITY OF OREGON,CIENCIAS DE LA EDUCACION,SPECIAL EDUCATION FOR TEACHING ENGLISH AS A FOREIGN LANGUAGE CONTEXTS (TEFL),Estados Unidos (Estados Unidos de América),09/12/2018 12:00:00 AM,El programa está dirigido a profesionales universitarios en ciencias de la educación que cuenten con experiencia profesional en el área del programa o que se desempeñen en entidades públicas o privadas en temas relacionados con la enseñanza del inglés como lengua extranjera.   REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 1 año de experiencia profesional (es decir- después de haber obtenido el título profesional) en el área del programa a realizar y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. El aspirante debe gozar de buena salud física y mental.,Para más información acerca del programa- visite: https://aei.uoregon.edu/programs/teacher-training/other-course-examples
6123819,GOBIERNO DE MÉXICO (SRE - AMEXCID),DIFERENTES AREAS,ESPECIALIZACIÓN MAESTRÍA DOCTORADO O INVESTIGACIÓN EN DIFERENTES ÁREAS (PROGRAMAS BILATERALES DE MÉXICO),México (Estados Unidos Mexicanos),09/25/2018 12:00:00 AM,El programa está dirigido a profesionales con título universitario- de maestría o doctorado en un área afín al programa escogido- que ofrecen las instituciones mexicanas. NOTA: El listado de instituciones mexicanas se encuentra disponible en: https://bit.ly/2fZrB6c  REQUISITOS: El aspirante debe ser mayor de 22 años y menor de 60 años- contar con título universitario- de maestría o doctorado- contar con ADMISIÓN DEFINITIVA a la institución mexicana (ÚNICAMENTE LAS MENCIONADOS EN LA PÁGINA WEB DE AMEXCID). La admisión que debe ser adelantada por el candidato- deberá ser suscrita por una autoridad responsable (Director de la Oficina de Asuntos Internacionales- Director de Intercambio Académico- Jefe de Estudios de Posgrado- Coordinador de Posgrado- etc.) El aspirante debe tener un promedio mínimo de 4-0/5-0 o de 80/100 en la escala de 0 a 100. EN CASO DE SER UNA ESCALA DIFERENTE- ES INDISPENSABLE PRESENTAR SU EQUIVALENCIA AL SISTEMA MEXICANO. Para quienes adelanten estudios de Maestría: deben presentar notas universitarias con promedio 4-0/5-0 o de 80/100 en la escala de 0 a 100. Para Doctorado: deben presentar las notas de maestría con promedio 4-0/5-0 o de 80/100 en la escala de 0 a 100. Se requiere además cumplir con los requisitos específicos que se fijan para cada programa e institución. NOTA: Una vez obtenida la beca y antes de viajar a México- es responsabilidad del becario acudir a la Embajada Mexicana para obtener la visa correspondiente para su estancia en México.  PARA MÁS INFORMACIÓN- VISITE: http://www.amexcid.gob.mx/index.php/becas-extranjeros  NOTA: 1. EL OTORGAMIENTO DE LAS BECAS ESTARÁ SUJETO A LA DISPONIBILIDAD PRESUPUESTARIA DE AMEXCID.  2. LA DECISIÓN FINAL SOBRE EL OTORGAMIENTO DE LAS BECAS COMPETE ÚNICAMENTE AL GOBIERNO DE MÉXICO.  3. LAS POSTULACIONES DE LOS INTERESADOS QUE NO SEAN BENEFICIADOS CON UNA BECA NO SERÁN DEVUELTOS.  4. LAS POSTULACIONES DIRIGIDAS AL COLMEX- FLACSO Y LA UNIVERSIDAD IBEROAMERICANA (UIA)- LA ACEPTACIÓN ACADÉMICA DEFINITIVA ESTÁ CONDICIONADA AL CUMPLIMIENTO DE LOS DIFERENTES PROCESOS QUE PARA TAL FIN REALIZAN DICHAS INSTITUCIONES.  5. LOS BENEFICIOS A OTORGAR SON EXCLUSIVOS DEL BECARIO Y NO SERÁN EXTENSIVOS A CÓNYUGES NI A OTROS FAMILIARES O ACOMPAÑANTES.,Ofrecer a profesionales colombianos la oportunidad de realizar estudios de posgrado en diferentes áreas en instituciones mexicanas.
6123918,INSTITUTO EUROPEO DE POSGRADO - IEP,ADMINISTRACIÓN - ECONOMÍA,MBA MAESTRÍAS Y ESPECIALIZACIONES EN DIFERENTES ÁREAS,España (Reino de España),10/01/2018 12:00:00 AM,El programa está dirigido a profesionales con formación en los diferentes campos mencionados en esta convocatoria- que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con el programa a realizar. Los aspirantes deberán contar con la solicitud de admisión al programa a realizar. NOTA: EL ICETEX NO OTORGARÁ CRÉDITOS PARA ESTUDIOS DE POSGRADO CONDUCENTES A TÍTULOS PROPIOS- LOS CUALES NO SON CONVALIDABLES EN COLOMBIA. REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  tener mínimo 1 año de experiencia profesional (es decir- luego de haber obtenido el título profesional) en el área del programa a realizar y gozar de buena salud física y mental. NOTA: El candidato debe contar con las herramientas tecnológicas necesarias para llevar a cabo el programa al cual aplica.  ASPECTOS IMPORTANTES:   1. EL PORCENTAJE DE EXENCIÓN DE MATRÍCULA SE ADJUDICARÁ CON BASE EN EL PUNTAJE FINAL DE PRESELECCIÓN OBTENIDO POR CADA ESTUDIANTE DE ACUERDO CON LOS PARÁMETROS SEÑALADOS EN ESTA CONVOCATORIA- POR LO TANTO- NO TODOS SERÁN ELEGIBLES PARA LAS BECAS DEL 100%. AQUELLOS QUE NO SEAN PRESELECCIONADOS PARA LAS BECAS DEL 100%- SE LES PRESELECCIONARÁ PARA LAS BECAS DEL 50%.  2. Los candidatos a quienes se les haya concedido una beca a través del ICETEX -presencial o virtual- cuya duración haya sido igual o superior a 3 meses- o que decidan renunciar a la beca por razones no justificadas- deberán esperar dos años- contados a partir de la fecha de finalización del programa- para solicitar de nuevo una beca internacional.,Brindar a los participantes la oportunidad de realizar estudios de MBA- Maestrías y Especializaciones en los campos señalados con exención de matrícula en el Instituto Europeo de Posgrado- en virtud del convenio suscrito con el ICETEX.
2264718,OAS - UNIVERSITY OF OREGON,CIENCIAS DE LA EDUCACION,MOTIVATING STUDENTS THROUGH GAMIFICATION AND OTHER CLASSROOM ACTIVITIES,Estados Unidos (Estados Unidos de América),09/12/2018 12:00:00 AM,El programa está dirigido a profesionales universitarios en ciencias de la educación que cuenten con experiencia profesional en el área del programa o que se desempeñen en entidades públicas o privadas en temas inherentes al programa a realizar.  REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 1 año de experiencia profesional (es decir- después de haber obtenido el título profesional) en el área del programa a realizar y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. El aspirante debe gozar de buena salud física y mental.,Para más información acerca del programa- visite: https://aei.uoregon.edu/programs/teacher-training/other-course-examples
2140618,GOBIERNO DE ISRAEL,ADMINISTRACIÓN - ECONOMÍA,MODELOS DE COMERCIALIZACIÓN DE PRODUCTOS AGRÍCOLAS FRESCOS,Israel (Estado de Israel),09/14/2018 12:00:00 AM,El programa está dirigido a profesionales en administración- economía o áreas afines que cuenten con experiencia profesional o que estén involucrados en la dirección- investigación- extensión y organización de estructuras de mercadeo y comercialización de productos frescos (frutas y hortalizas)- en el sector público o privado.  REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 65 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 2 años de experiencia profesional (es decir- luego de haber obtenido el título profesional) en temas inherentes al programa a realizar. Los aspirantes deben gozar de buena salud física y mental.,El curso tiene como objetivo compartir con los participantes los conceptos- el enfoque innovador- las estrategias y estructuras de organización que caracterizan a los sistemas de mercadeo y comercialización de productos frescos (frutas y hortalizas) en Israel. A través de este programa de capacitación- MASHAV pretende unirse a la comunidad internacional y contribuir a cumplir con los Objetivos de Desarrollo Sostenible- dentro del plan 2030 de las Naciones Unidas.  El curso aspira también- crear un marco de debate y análisis de criterios para evaluar su adaptación a las condiciones propias de cada país participante.
6122819,GOBIERNO DE CHILE,MAESTRÍAS EN DIFERENTES ÁREAS,PROGRAMAS DE MAGÍSTER EN DIFERENTES ÁREAS EN UNIVERSIDADES CHILENAS ACREDITADAS,Chile (República de Chile),09/28/2018 12:00:00 AM,El programa está dirigido a profesionales universitarios que se desempeñen como funcionarios del Estado en Ministerios o empresas públicas- así como académicos- docentes o investigadores de universidades oficialmente reconocidas y a profesionales que se desempeñen en los diversos ámbitos de la sociedad civil.   REQUISITOS: El aspirante debe ser mayor de 21 años y menor de 60 años- contar con ADMISIÓN DEFINITIVA (requisito indispensable para optar a la beca) a uno de los centros docentes chilenos contemplados en esta convocatoria. La carta de admisión deberá acreditar la aceptación incondicional del postulante- fecha de inicio de las clases y duración del programa de estudios incluida la tesis y el examen de grado. El aspirante debe tener un promedio de notas de pregrado de 4-0/5-0 y contar con mínimo 1 año de experiencia profesional (es decir- luego de haber obtenido el título universitario)- en el campo de estudio. NOTA: LOS DOCUMENTOS REQUERIDOS EN ESTA CONVOCATORIA DEBERÁN ENTREGARSE EN 2 (DOS) JUEGOS POR SEPARADO LEGAJADOS Y EN EL ORDEN REQUERIDO- SIN CARPETAS NI HOJAS DE PRESENTACIÓN.  ASPECTOS IMPORTANTES:   1. TODA LA DOCUMENTACIÓN REQUERIDA EN ESTA CONVOCATORIA SE DEBE PRESENTAR EN FÍSICO Y EN UN (1) CD o USB- ÚNICAMENTE EN LOS PUNTOS DE ATENCIÓN DE ICETEX A NIVEL NACIONAL. EN EL CD O USB- SE DEBEN INCLUIR TODOS LOS DOCUMENTOS REQUERIDOS EN ESTA CONVOCATORIA EN EL ORDEN ESTABLECIDO. LOS ARCHIVOS DEBEN ADJUNTARSE DE FORMA INDIVIDUAL EN FORMATO PDF- ES DECIR- POR CADA DOCUMENTO- UN (1) ARCHIVO QUE NO SUPERE LOS 15 MEGAS. LAS CANDIDATURAS QUE NO PRESENTEN LOS DOCUMENTOS CON LA COPIA EN CD O USB- SERÁN EXCLUIDAS DEL PROCESO.  2. No se aceptarán postulantes cuyo cónyuge sea beneficiario o aplique en la misma convocatoria o sean beneficiarios de otras becas en Chile.   3. Las personas que hayan sido favorecidas anteriormente con una beca de cooperación chilena no podrán volver a postular hasta cinco años después del término de la beca original.    4. LAS POSTULACIONES SÓLO SERÁN RECIBIDAS EN EL ICETEX. NO SE RECIBIRÁN POSTULACIONES INDIVIDUALES NI EN LA EMBAJADA DE CHILE NI EN LOS CONSULADOS DE CHILE EN EL PAÍS.  5. PARA EL PROCESO ANTE EL ICETEX DEBERÁN ENTREGAR FOTOCOPIAS DE LOS DOCUMENTOS- DADO QUE LOS ORIGINALES DEBERÁN SER ENTREGADOS EN CHILE UNA VEZ SEAN SELECCIONADOS.  6. LOS RESULTADOS DE LA SELECCIÓN FINAL SERÁN COMUNICADOS A PARTIR DE LA SEGUNDA SEMANA DEL MES DE DICIEMBRE DE 2018.  7. LOS CANDIDATOS PRESELECCIONADOS SERÁN CITADOS A ENTREVISTA EN LA EMBAJADA DE CHILE- EN LA CIUDAD DE BOGOTÁ EN LA SEMANA DEL 16 AL 19 DE OCTUBRE DEL PRESENTE AÑO.,Contribuir a la formación de capital humano avanzado- a través de la participación de profesionales latinoamericanos y del Caribe en programas de Magister impartidos por Universidades o instituciones de educación superior chilena- acreditadas con un alto nivel de excelencia.
2265318,GOBIERNO DE ISRAEL,ECONOMIA,GREEN GROWTH: POLICY AND ECONOMIC MEASURES AS TOOLS FOR LOCAL AND REGIONAL SUSTAINABLE DEVELOPMENT,Israel (Estado de Israel),09/14/2018 12:00:00 AM,El programa está dirigido a profesionales en ciencias sociales- ingenierías- economía o áreas afines que cuenten con experiencia profesional en el área del programa o que se desempeñen en temas relacionados con emprendimiento- agencias de desarrollo- legisladores de fondos de inversión locales y extranjeros- bancos de desarrollo- organizaciones empresariales e instituciones académicas.  REQUISITOS: El aspirante debe ser mayor de 23 años y menor de 60 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 1 año de experiencia profesional (es decir- luego de haber obtenido el título universitario) en el área del programa a desarrollar. El aspirante debe tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo TOEFL IBT: 65 puntos- CBT: 183 puntos- IELTS: 5.5- MET B2 u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2.,1. Proporcionar a los participantes conocimientos- políticas- herramientas- estrategias y tecnologías relacionadas con el desarrollo sostenible.  2. Inspirar y dar energía a los participantes para que sean agentes de cambio positivo en sus países.  3. Exponer a los participantes a nuevos enfoques y oportunidades en el campo del crecimiento verde.  4. Presentar a Israel como un caso de estudio del cual extraer valiosas lecciones sobre el crecimiento verde.  5. Enriquecer a los participantes con habilidades profesionales para desarrollar sus carreras y obtener el mejor beneficio para sus comunidades y países.  6. Conectar a los participantes con una red internacional de profesionales en su campo.
3202519,UNESCO - GOBIERNO DE JAPON,DIFERENTES AREAS,PROGRAMA DE BECAS DE INVESTIGACIÓN UNESCO - KEIZO OBUCHI,Japón (Japón),11/14/2018 12:00:00 AM,El programa está dirigido a profesionales investigadores de posgrado con alto potencial intelectual- con título de maestría- que deseen continuar su labor de investigación en el extranjero (de preferencia en un país de la región) en uno de los campos específicos señalados en esta convocatoria. REQUISITOS: El aspirante debe contar con la aceptación de un tutor del establecimiento anfitrión elegido- poseer buenos conocimientos del idioma del país escogido- no tener más de 40 años (los candidatos nacidos antes del 1 de enero de 1978 NO se tomarán en cuenta)- tener un promedio de notas de maestría de 3-7/5-0  tener mínimo 1 año de experiencia profesional en el área de la investigación a realizar y gozar de buena salud física y mental. Podrán aplicar quienes estén finalizando su maestría- sin embargo- deberán haberla terminado antes de recibir la beca.,El programa de becas UNESCO/Japón para jóvenes investigadores financiado en el marco del proyecto del Fondo Fiduciario del Japón favorecerá de manera especial el fortalecimiento de capacidades y actividades de investigación en los ámbitos que la UNESCO considera particularmente importantes como:   1. Medio Ambiente (con atención particular en la reducción del riesgo de desastres).  2. Diálogo intercultural.  3. Tecnologías de la información y la comunicación.   4. Solución pacífica de los conflictos.  NO SE TENDRÁ EN CONSIDERACIÓN NINGÚN OTRO CAMPO DE INVESTIGACIÓN.
